origem,doi,titulo,autores,ano,venue,fase,decisao,motivo,notas
ieee,10.1109/CoDIT62066.2024.10708100,Enhancing Robotic Arm Trajectory Tracking via Hybrid Weightless Swarm Algorithm and Iterative Learning Control (WSA-ILC),Y. Dou; E. Prempain; T. O. Ting,2024,"2024 10th International Conference on Control, Decision and Information Technologies (CoDIT)",titulo_resumo,excluir,E1,
ieee,10.1109/ACCESS.2025.3569285,Behavior Modeling and Bio-Hybrid Systems: Using Reinforcement Learning to Enhance Cyborg Cockroach in Bio-Inspired Swarm Robotics,L. Minh Triet; N. T. Thinh,2025,IEEE Access,texto_integral,excluir,E8,
ieee,10.1109/ICRA46639.2022.9811723,MOSAIX: a Swarm of Robot Tiles for Social Human-Swarm Interaction,M. Alhafnawi; E. R. Hunt; S. Lemaignan; P. O'Dowd; S. Hauert,2022,2022 International Conference on Robotics and Automation (ICRA),titulo_resumo,excluir,E6,
ieee,10.1109/TLA.2025.11150630,Hybrid Adaptive Greedy Algorithm Addressing the Multi-Robot Path Planning Problem,A. Kopacz; E. García González; C. Chira; J. R. Villar Flecha,2025,IEEE Latin America Transactions,titulo_resumo,excluir,E6,
ieee,10.1109/SIST50301.2021.9465950,Notice of Violation of IEEE Publication Principles: An Improved Particle Swarm Optimization Method for Motion Planning of Multiple Robots,Z. Gabbassova,2021,2021 IEEE International Conference on Smart Information Systems and Technologies (SIST),titulo_resumo,excluir,E4,
ieee,10.1109/SII64115.2026.11404579,Dynamic Swarm Reconfiguration via Multi-Level Adaptive Cooperative Architecture for Multi-Robot Exploration,S. Inoue; K. Sakamoto; Y. Kunii,2026,2026 IEEE/SICE International Symposium on System Integration (SII),texto_integral,excluir,E8,
ieee,10.1109/IROS51168.2021.9636349,Centralizing State-Values in Dueling Networks for Multi-Robot Reinforcement Learning Mapless Navigation,E. Marchesini; A. Farinelli,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/SMC42975.2020.9283391,Multi-Objective Vibration-Based Particle-Swarm-Optimized Fuzzy Controller With Application to Boundary-Following of Mobile-Robot Simulation Environment,L. Ou; G. Zeng; Y. -C. Chang; C. -T. Lin,2020,"2020 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",titulo_resumo,excluir,E1,
ieee,10.1109/ICPICS66386.2025.11347136,Reinforcement Learning-Driven Multi-Robot Path Co-Optimization Algorithm Research,B. Hu,2025,"2025 IEEE 7th International Conference on Power, Intelligent Computing and Systems (ICPICS)",texto_integral,excluir,E8,
ieee,10.1109/ICRA46639.2022.9811950,Learning Observation-Based Certifiable Safe Policy for Decentralized Multi-Robot Navigation,Y. Cui; L. Lin; X. Huang; D. Zhang; Y. Wang; W. Jing; J. Chen; R. Xiong; Y. Wang,2022,2022 International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/TASE.2025.3600954,Motion Coordination of Swarm Robots for Mobile Target Search,H. Liu; S. Ye; C. Y. T. Ma; Y. Wang; T. -T. Chan,2025,IEEE Transactions on Automation Science and Engineering,texto_integral,incluir,,
ieee,10.1109/IROS60139.2025.11246010,Modeling Deception in Multi-Robot Target-Attacker-Defender Game via Deep Reinforcement Learning,F. Gou; C. Zhao; H. Du; Y. Cai,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/CDC56724.2024.10886327,Graph-Based Deep Reinforcement Learning Approach for Alliance Formation Game based Robot Swarm Task Assignment,Y. Lv; J. Lei; P. Yi,2024,2024 IEEE 63rd Conference on Decision and Control (CDC),texto_integral,excluir,E7,
ieee,10.1109/ICRA57147.2024.10611668,Decentralized Multi-Robot Navigation for Autonomous Surface Vehicles with Distributional Reinforcement Learning,X. Lin; Y. Huang; F. Chen; B. Englot,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/CAC57257.2022.10055585,Multi-Robot Exploration in Unknown Environments via Multi-Agent Deep Reinforcement Learning,L. Deng; W. Gong; L. Li,2022,2022 China Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/TITS.2023.3333409,Multi-Robot Environmental Coverage With a Two-Stage Coordination Strategy via Deep Reinforcement Learning,L. Zhu; J. Cheng; H. Zhang; W. Zhang; Y. Liu,2024,IEEE Transactions on Intelligent Transportation Systems,texto_integral,excluir,E8,
ieee,10.1109/NETCRYPT65877.2025.11102388,Swarm Robotics for Search and Rescue Operations in Disaster Zones Using Particle Swarm Optimization (PSO) Algorithms,T. R. Kumar; N. T J; I. Jumaniyazova; H. Abdulla; Y. Jumaniyozov; V. Bhatt,2025,2025 International Conference on Networks and Cryptology (NETCRYPT),texto_integral,excluir,E8,
ieee,10.1109/LRA.2023.3280806,Learning to Navigate in Turbulent Flows With Aerial Robot Swarms: A Cooperative Deep Reinforcement Learning Approach,D. Patiño; S. Mayya; J. Calderon; K. Daniilidis; D. Saldaña,2023,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/LRA.2025.3581430,Learning Behaviours for Decentralised Multi-Robot Collision Avoidance in Constrained Pathways Using Curriculum Reinforcement Learning,M. M. R. Komol; B. Tidd; W. Browne; F. Maire; J. Williams; D. Howard,2025,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/ICCASIT55263.2022.9986713,Introduction to Multi-Robot Coordination Algorithms,S. Liu; Y. Niu; B. Wu,2022,2022 IEEE 4th International Conference on Civil Aviation Safety and Information Technology (ICCASIT),titulo_resumo,excluir,E2,
ieee,10.1109/TVT.2020.3034800,Voronoi-Based Multi-Robot Autonomous Exploration in Unknown Environments via Deep Reinforcement Learning,J. Hu; H. Niu; J. Carrasco; B. Lennox; F. Arvin,2020,IEEE Transactions on Vehicular Technology,texto_integral,excluir,E8,
ieee,10.1109/LRA.2024.3477094,Speed and Density Planning for a Speed-Constrained Robot Swarm Through a Virtual Tube,W. Song; Y. Gao; Q. Quan,2024,IEEE Robotics and Automation Letters,titulo_resumo,excluir,E6,
ieee,10.1109/ICRA57147.2024.10611322,Multi-Robot Cooperative Socially-Aware Navigation Using Multi-Agent Reinforcement Learning,W. Wang; L. Mao; R. Wang; B. -C. Min,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.23919/ICCAS59377.2023.10316925,Reinforcement Learning based Sequential Multi-Robot Task Allocation Considering Weight of Objects and Payload of Robots,N. -H. Lee; T. -Y. Uhm; J. -H. Park; K. -S. Noh; H. -G. Kim,2023,"2023 23rd International Conference on Control, Automation and Systems (ICCAS)",texto_integral,excluir,E7,
ieee,10.1109/SoutheastCon44009.2020.9249651,Path formation using a robot swarm with limited sensing capabilities,S. Morgan; J. Hereford,2020,2020 SoutheastCon,texto_integral,excluir,E8,
ieee,10.1109/ROMA66616.2025.11155775,A Self-Evolving Multi-Agent Robotic Swarm with Reinforcement Learning and Quantum Firefly-Ant Colony Optimization for Adaptive Environmental Monitoring,A. Vinothkumar; M. Anand; B. Raja; A. P. George; S. M. Sarlina,2025,2025 IEEE 6th International Conference in Robotics and Manufacturing Automation (ROMA),texto_integral,excluir,E8,
ieee,10.1109/IROS58592.2024.10802520,"When, What, and with Whom to Communicate: Enhancing RL-based Multi-Robot Navigation through Selective Communication",S. H. Arul; A. Singh Bedi; D. Manocha,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/ICCC71363.2026.11593177,An Individual Approach to Robot Swarm Modelling,W. Rączka; D. Marszalik,2026,2026 27th International Carpathian Control Conference (ICCC),texto_integral,excluir,E8,
ieee,10.1109/LRA.2025.3553050,HeR-DRL:Heterogeneous Relational Deep Reinforcement Learning for Single-Robot and Multi-Robot Crowd Navigation,X. Zhou; S. Piao; W. Chi; L. Chen; W. Li,2025,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/CAC53003.2021.9728613,Solving a Multi-robot Search Problem with Bionic Sarsa Algorithm and Artificial Potential Field,H. Liu; Z. Qu; R. Zhu,2021,2021 China Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/ICRA46639.2022.9812163,Decentralized Global Connectivity Maintenance for Multi-Robot Navigation: A Reinforcement Learning Approach,M. Li; Y. Jie; Y. Kong; H. Cheng,2022,2022 International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/ICRA48891.2023.10161498,Scalable Task-Driven Robotic Swarm Control via Collision Avoidance and Learning Mean-Field Control,K. Cui; M. Li; C. Fabian; H. Koeppl,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,incluir,,
ieee,10.1109/INFOCOM42981.2021.9488669,Multi-Robot Path Planning for Mobile Sensing through Deep Reinforcement Learning,Y. Wei; R. Zheng,2021,IEEE INFOCOM 2021 - IEEE Conference on Computer Communications,texto_integral,excluir,E8,
ieee,10.1109/YAC66630.2025.11150048,Attention-Based Value Factorization Reinforcement Learning for Robot Swarms Cooperative Control,Y. Yin; C. Sun; L. Xing; S. Fang,2025,2025 40th Youth Academic Annual Conference of Chinese Association of Automation (YAC),texto_integral,excluir,E8,
ieee,10.1109/ICARA51699.2021.9376433,Towards Pick and Place Multi Robot Coordination Using Multi-agent Deep Reinforcement Learning,X. Lan; Y. Qiao; B. Lee,2021,"2021 7th International Conference on Automation, Robotics and Applications (ICARA)",texto_integral,excluir,E7,
ieee,10.1109/ICAT57854.2023.10171272,Decentralized Multi-Robot Formation Control Using Reinforcement Learning,J. Obradović; M. Križmančić; S. Bogdan,2023,"2023 XXIX International Conference on Information, Communication and Automation Technologies (ICAT)",texto_integral,excluir,E8,
ieee,10.1109/ISRIMT67769.2025.11413063,Hierarchical Reinforcement Learning for Decentralized Multi-Robot Cooperative Transportation,X. Wang; Y. Chang,2025,2025 7th International Symposium on Robotics and Intelligent Manufacturing Technology (ISRIMT),texto_integral,excluir,E8,
ieee,10.1109/AIAC68175.2025.11332435,Diffusion Policy-Driven Cooperative Path Planning and Task Allocation for Heterogeneous Multi-Robot Systems,Y. Gu,2025,2025 3rd International Conference on Artificial Intelligence and Automation Control (AIAC),texto_integral,excluir,E8,
ieee,10.1109/GCRAIT55928.2022.00025,Swarm Robots Decentralized Control using Reinforcement Learning Stepwise Training Method in the Encircling Task,Y. Liu; X. Wang; Y. Nie; B. Dai; Q. Zhu; E. Shang,2022,"2022 Global Conference on Robotics, Artificial Intelligence and Information Technology (GCRAIT)",texto_integral,incluir,,
ieee,10.1109/ICRA40945.2020.9197209,Cooperative Multi-Robot Navigation in Dynamic Environment with Deep Reinforcement Learning,R. Han; S. Chen; Q. Hao,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/JIOT.2020.2991198,Energy- and Time-Aware Data Acquisition for Mobile Robots Using Mixed Cognition Particle Swarm Optimization,M. Xie; Y. Bai; M. Huang; Y. Deng; Z. Hu,2020,IEEE Internet of Things Journal,titulo_resumo,excluir,E1,
ieee,10.1109/ACCESS.2025.3628560,A Grover-Operator-Based Quantum Variant of Particle Swarm Optimization for Robot Manipulators’ Inverse Kinematics: Theory and Simulation,D. O. Santos; F. M. De Assis; E. A. N. Carvalho; L. Molina,2025,IEEE Access,titulo_resumo,excluir,E1,
ieee,10.1109/ICACR59381.2023.10314658,Coordinated Search and Mapping Using Swarm Robots,H. Bhargav; S. Veena,2023,"2023 7th International Conference on Automation, Control and Robots (ICACR)",texto_integral,excluir,E8,
ieee,10.1109/TASE.2025.3641025,Integrated Task and Motion Planner Using Hierarchical Reinforcement Learning for Multi-Robot Collaboration,J. Zhang; C. Mu; K. Wang; L. Ren,2026,IEEE Transactions on Automation Science and Engineering,texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2023.3272835,Robot Time Optimal Trajectory Planning Based on Improved Simplified Particle Swarm Optimization Algorithm,X. Hu; H. Wu; Q. Sun; J. Liu,2023,IEEE Access,titulo_resumo,excluir,E1,
ieee,10.1109/LRA.2025.3592146,Efficient Multi-Robot Task and Path Planning in Large-Scale Cluttered Environments,G. Xu; Y. Wu; S. Tao; Y. Yang; T. Liu; T. Huang; H. Wu; Y. Liu,2025,IEEE Robotics and Automation Letters,texto_integral,incluir,,
ieee,10.1109/ICRA55743.2025.11128457,Coordinated Multi-Robot Navigation with Formation Adaptation,Z. Deng; P. Gao; W. J. Jose; C. Reardon; M. Wigness; J. Rogers; H. Zhang,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/ISCAS48785.2022.9937572,Multi-Robot Formation Control using Collective Behavior Model and Reinforcement Learning,J. -C. Liu; T. -T. Liu,2022,2022 IEEE International Symposium on Circuits and Systems (ISCAS),texto_integral,excluir,E8,
ieee,10.1109/TASE.2023.3346049,Toward Safe Distributed Multi-Robot Navigation Coupled With Variational Bayesian Model,L. Chen; Y. Wang; Z. Miao; M. Feng; Z. Zhou; H. Wang; D. Wang,2024,IEEE Transactions on Automation Science and Engineering,texto_integral,excluir,E8,
ieee,10.1109/LRA.2024.3414210,Adaptive Shape Formation Against Swarm-Scale Variants in Robot Swarms,X. Li; R. Zhou; G. Sun,2024,IEEE Robotics and Automation Letters,texto_integral,incluir,,
ieee,10.1109/ICARCE67182.2025.11362092,Research on Trajectory Planning for Industrial Robotic Sorting Based on Improved Particle Swarm Optimization Algorithm,D. Qiu; J. Zhou; C. Shi,2025,"2025 4th International Conference on Automation, Robotics and Computer Engineering (ICARCE)",titulo_resumo,excluir,E1,
ieee,10.1109/ACCESS.2023.3302698,Route Planning for an Autonomous Robotic Vehicle Employing a Weight-Controlled Particle Swarm-Optimized Dijkstra Algorithm,S. Sundarraj; R. V. K. Reddy; M. B. Basam; G. H. Lokesh; F. Flammini; R. Natarajan,2023,IEEE Access,titulo_resumo,excluir,E1,
ieee,10.1109/CDS52072.2021.00043,Reinforcement Learning for Multi-Robot System: A Review,X. Yang,2021,2021 2nd International Conference on Computing and Data Science (CDS),titulo_resumo,excluir,E2,
ieee,10.1109/TCE.2025.3603259,Distributed Deep Reinforcement Learning for Ackermann Multi-Robot Formation: A Weighted Multi-Objective Optimization,W. Zhong; B. Xie; Y. Li; L. Cascone; Y. Lu; S. He,2025,IEEE Transactions on Consumer Electronics,texto_integral,excluir,E8,
ieee,10.1109/TCYB.2021.3079346,Moving-Distance-Minimized PSO for Mobile Robot Swarm,J. Zhang; Y. Lu; L. Che; M. Zhou,2022,IEEE Transactions on Cybernetics,texto_integral,incluir,,
ieee,10.1109/TVT.2026.3661076,Optimal Cluster Formation Control for Air-Sea Heterogeneous Multi-Robot Systems: A Predefined-Time Estimator-Based Reinforcement Learning Approach,C. Chen; H. Li; J. Liu; J. Liu; C. Peng; S. Xie,2026,IEEE Transactions on Vehicular Technology,texto_integral,excluir,E8,
ieee,10.1109/ICEDCS57360.2022.00086,Coordination of Multi-Robot Systems,S. Duan; Z. Jiang; Y. Ren; H. Wei,2022,"2022 International Conference on Electronics and Devices, Computational Science (ICEDCS)",titulo_resumo,excluir,E2,
ieee,10.1109/CCNC54725.2025.10976220,Awareness Map Enabled Semi-Centralized MARL for Multi-Robot Collaboration,A. Siddiqua; S. Liu; K. Mouser; M. Harris,2025,2025 IEEE 22nd Consumer Communications & Networking Conference (CCNC),texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2020.3016951,Multi-Robot Flocking Control Based on Deep Reinforcement Learning,P. Zhu; W. Dai; W. Yao; J. Ma; Z. Zeng; H. Lu,2020,IEEE Access,texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2020.3025287,Decentralized Control of Multi-Robot System in Cooperative Object Transportation Using Deep Reinforcement Learning,L. Zhang; Y. Sun; A. Barth; O. Ma,2020,IEEE Access,texto_integral,excluir,E8,
ieee,10.1109/IROS60139.2025.11245969,Decentralized Multi-robot Navigation Policy with Enhanced Security Using Graph GRU Policy Network,L. Chen; Y. Ao; Z. Zhou; Y. Wang; D. Wang,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/ICAACE65325.2025.11019702,Multi-Robot Collaboration for Dynamic Environments: A Study Based on the Improved PPO Algorithm,Z. Li; C. Yang; Z. Li; Y. Jiang; G. Wang,2025,2025 8th International Conference on Advanced Algorithms and Control Engineering (ICAACE),texto_integral,excluir,E8,
ieee,10.1109/IROS47612.2022.9981353,DC-MRTA: Decentralized Multi-Robot Task Allocation and Navigation in Complex Environments,A. Agrawal; S. Hariharan; A. S. Bedi; D. Manocha,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/RCAR52367.2021.9517650,FT-MSTC*: An Efficient Fault Tolerance Algorithm for Multi-robot Coverage Path Planning,C. Sun; J. Tang; X. Zhang,2021,2021 IEEE International Conference on Real-time Computing and Robotics (RCAR),titulo_resumo,excluir,E6,
ieee,10.1109/IIT59782.2023.10366472,Path Planning Techniques for Multi-robot Systems: A Systematic Review,N. A. Abujabal; T. Rabie; I. Kamel,2023,2023 15th International Conference on Innovations in Information Technology (IIT),titulo_resumo,excluir,E2,
ieee,10.1109/RoMoCo60539.2024.10604387,Deep Reinforcement Learning for Multi-Robot Local Path Planning in Dynamic Environments,C. -T. Vu; Y. -C. Liu,2024,2024 13th International Workshop on Robot Motion and Control (RoMoCo),texto_integral,excluir,E8,
ieee,10.1109/LRA.2024.3502067,A Hierarchical Multi Robot Coverage Strategy for Large Maps With Reinforcement Learning and Dense Segmented Siamese Network,Y. Huang; Y. Wang; Z. Li; H. Zhang; C. Zhang,2025,IEEE Robotics and Automation Letters,texto_integral,incluir,,
ieee,10.1109/ICRAE64368.2024.10851693,Particle swarm optimization-based method of source seeking by small robotic groups in the presence of noises and communication constraints,N. Makarov; A. Matveev; S. Gusev,2024,2024 9th International Conference on Robotics and Automation Engineering (ICRAE),texto_integral,incluir,,
ieee,10.1109/ICCCN65249.2025.11133753,HAFE: Hierarchical Attention-based Frontier Exploration for Multi-Robot Mapping,X. Yao; Y. Dong; M. Isaac,2025,2025 34th International Conference on Computer Communications and Networks (ICCCN),texto_integral,excluir,E8,
ieee,10.1109/TITS.2020.3010056,Multi-Robot Source Location of Scalar Fields by a Novel Swarm Search Mechanism With Collision/Obstacle Avoidance,R. -G. Li; H. -N. Wu,2022,IEEE Transactions on Intelligent Transportation Systems,texto_integral,excluir,E8,
ieee,10.1109/TNNLS.2025.3558282,A Local Information Aggregation-Based Multiagent Reinforcement Learning for Robot Swarm Dynamic Task Allocation,Y. Lv; J. Lei; P. Yi,2025,IEEE Transactions on Neural Networks and Learning Systems,texto_integral,excluir,E7,
ieee,10.1109/JIOT.2021.3133501,Persistence Region Monitor With a Pheromone-Inspired Robot Swarm Sensor Network,Y. Wu; M. Li; G. Li; Y. Savaria,2022,IEEE Internet of Things Journal,texto_integral,excluir,E8,
ieee,10.1109/LRA.2022.3161699,Reinforcement Learned Distributed Multi-Robot Navigation With Reciprocal Velocity Obstacle Shaped Rewards,R. Han; S. Chen; S. Wang; Z. Zhang; R. Gao; Q. Hao; J. Pan,2022,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/ConfTELE50222.2021.9435557,Urban Search and Rescue with Anti-pheromone Robot Swarm architecture,R. M. García; D. H. de la Iglesia; J. F. de Paz; V. R. Q. Leithardt; G. Villarrubia,2021,2021 Telecoms Conference (ConfTELE),texto_integral,excluir,E8,
ieee,10.1109/ICRA55743.2025.11127288,Language-Conditioned Offline RL for Multi-Robot Navigation,S. Morad; A. Shankar; J. Blumenkamp; A. Prorok,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/CAC57257.2022.10054738,A Path Planning Method Based on Collaborative Learning for Multi-Robot with Connectivity and Obstacle Avoidance Constraints,J. Liu; Z. Zheng,2022,2022 China Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/TASE.2026.3708974,Swarm Robotics Collaborative Architecture Based on Embodied Cognition: A Survey From Emergence to Intelligent Decision-Making,W. Xu; Z. Liu; C. -X. Yang; A. Nie; H. -T. Zhang,2026,IEEE Transactions on Automation Science and Engineering,titulo_resumo,excluir,E2,
ieee,10.1109/YAC63405.2024.10598424,Hierarchical Multi-Robot Pursuit with Deep Reinforcement Learning and Navigation Planning,W. Chen; Y. Zhu,2024,2024 39th Youth Academic Annual Conference of Chinese Association of Automation (YAC),texto_integral,excluir,E8,
ieee,10.1109/ICNSC55942.2022.10004103,Gait Planning for Underactuated Bipedal Robot on Discontinuous Ground Based on Particle Swarm Optimization,D. Yao; L. Yang; W. Dong; Y. Yu; X. Wang; Y. Hu,2022,"2022 IEEE International Conference on Networking, Sensing and Control (ICNSC)",titulo_resumo,excluir,E1,
ieee,10.1109/ICUS58632.2023.10318255,Adaptive Formation Tracking of Swarm Jumping Robots Using Multiagent Deep Reinforcement Learning,Q. Zhou; G. Li; R. Tang; Y. Xu; Q. Shi,2023,2023 IEEE International Conference on Unmanned Systems (ICUS),texto_integral,excluir,E8,
ieee,10.1109/CogMI52975.2021.00042,Hierarchical Deep Reinforcement Learning for Multi-robot Cooperation in Partially Observable Environment,Z. Liang; J. Cao; W. Lin; J. Chen; H. Xu,2021,2021 IEEE Third International Conference on Cognitive Machine Intelligence (CogMI),texto_integral,excluir,E8,
ieee,10.1109/ICRA55743.2025.11127323,Multi-Robot Collaboration Through Reinforcement Learning and Abstract Simulation,A. Labiosa; J. P. Hanna,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/ICPADS67057.2025.11323034,Decentralized Reinforcement Learning for Cooperative Multi-Robot Navigation,Y. Zheng; F. Arvin; J. Hu,2025,2025 IEEE 31th International Conference on Parallel and Distributed Systems (ICPADS),texto_integral,excluir,E8,
ieee,10.1109/TCYB.2023.3237731,Self-Reconfigurable Hierarchical Frameworks for Formation Control of Robot Swarms,Y. Zhang; S. Oğuz; S. Wang; E. Garone; X. Wang; M. Dorigo; M. K. Heinrich,2024,IEEE Transactions on Cybernetics,texto_integral,incluir,,
ieee,10.1109/ICRA48891.2023.10161310,RTAW: An Attention Inspired Reinforcement Learning Method for Multi-Robot Task Allocation in Warehouse Environments,A. Agrawal; A. S. Bedi; D. Manocha,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E7,
ieee,10.1109/ICTAI50040.2020.00088,Multi-Robot Collision Avoidance with Map-based Deep Reinforcement Learning,S. Yao; G. Chen; L. Pan; J. Ma; J. Ji; X. Chen,2020,2020 IEEE 32nd International Conference on Tools with Artificial Intelligence (ICTAI),texto_integral,excluir,E8,
ieee,10.1109/ICIT58233.2024.10540680,"Evaluation of Particle Swarm Optimization, Genetic Algorithms, and Ant Colony Optimization in Autonomous Mobile Robots Scheduling: A Comparative Study",M. Wu; C. L. Lim; E. L. M. Su; C. F. Yeong; W. Holderbaum; B. Dong,2024,2024 IEEE International Conference on Industrial Technology (ICIT),texto_integral,excluir,E7,
ieee,10.1109/LRA.2023.3328448,Heterogeneous Multi-Robot Cooperation With Asynchronous Multi-Agent Reinforcement Learning,H. Zhang; X. Zhang; Z. Feng; X. Xiao,2024,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/ICRA55743.2025.11128092,Hypergraph-Based Coordinated Task Allocation and Socially-Aware Navigation for Multi-Robot Systems,W. Wang; A. Bera; B. -C. Min,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/ICCIAA65327.2025.11012942,Adaptive Parameter Tuning in QRDPSO Using Fuzzy Logic for Enhanced Swarm Robot Navigation,D. Mehiar; H. Elsimary; Z. H. Azizul; H. Abuhammad; F. Alnajjar; M. Alhawarat,2025,2025 1st International Conference on Computational Intelligence Approaches and Applications (ICCIAA),texto_integral,excluir,E8,
ieee,10.1109/IROS45743.2020.9341805,DeepMNavigate: Deep Reinforced Multi-Robot Navigation Unifying Local & Global Collision Avoidance,Q. Tan; T. Fan; J. Pan; D. Manocha,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/INFOCOMWKSHPS57453.2023.10226167,Communication-Efficient Reinforcement Learning in Swarm Robotic Networks for Maze Exploration,E. Latif; W. Song; R. Parasuraman,2023,IEEE INFOCOM 2023 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2024.3497177,Multi-Robot Formation Planning in Maze-Like Environments Consisting of Narrow Passages Using Graph Search,S. -M. Lee; J. -U. Lee,2024,IEEE Access,titulo_resumo,excluir,E6,
ieee,10.1109/CAC51589.2020.9327315,Reinforcement Learning Based Multi-robot Formation Control Under Separation Bearing Orientation Scheme,Z. He; L. Dong; C. Sun; J. Wang,2020,2020 Chinese Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/MFI55806.2022.9913862,PIPO: Policy Optimization with Permutation-Invariant Constraint for Distributed Multi-Robot Navigation,R. Zhang; G. Chen; J. Hou; Z. Li; A. Knoll,2022,2022 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems (MFI),texto_integral,excluir,E8,
ieee,10.1109/COMP-SIF65618.2025.10969952,Swarm Robotics for Area Exploration Using Q-Learning,K. M; D. N. S; J. J. S; K. K. S. S; A. V. M,2025,2025 International Conference on Computing for Sustainability and Intelligent Future (COMP-SIF),texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2020.2981408,A Survey on Multi-Robot Coordination in Electromagnetic Adversarial Environment: Challenges and Techniques,Y. Wu; X. Ren; H. Zhou; Y. Wang; X. Yi,2020,IEEE Access,titulo_resumo,excluir,E2,
ieee,10.1109/IJCNN54540.2023.10191291,NeuronsMAE: A Novel Multi-Agent Reinforcement Learning Environment for Cooperative and Competitive Multi-Robot Tasks,G. Hu; H. Li; S. Liu; Y. Zhu; D. Zhao,2023,2023 International Joint Conference on Neural Networks (IJCNN),texto_integral,excluir,E7,
ieee,10.1109/IROS58592.2024.10801506,Automatic design of robot swarms that perform composite missions: an approach based on inverse reinforcement learning,J. Szpirer; D. G. Ramos; M. Birattari,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,incluir,,
ieee,10.1109/TITS.2021.3107336,Learning-Based Multi-Robot Formation Control With Obstacle Avoidance,C. Bai; P. Yan; W. Pan; J. Guo,2022,IEEE Transactions on Intelligent Transportation Systems,texto_integral,excluir,E8,
ieee,10.1109/IROS58592.2024.10801665,Language-Guided Pattern Formation for Swarm Robotics with Multi-Agent Reinforcement Learning,H. -S. Liu; S. Kuroki; T. Kozuno; W. -F. Sun; C. -Y. Lee,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,incluir,,
ieee,10.1109/ICPS65515.2025.11087893,Enabling Symbiosis in Multi-Robot Systems Through Multi-Agent Reinforcement Learning,X. Niu; N. C. Barajas; D. G. Broo,2025,2025 IEEE 8th International Conference on Industrial Cyber-Physical Systems (ICPS),texto_integral,excluir,E8,
ieee,10.1109/ISITIA56226.2022.9855356,Robot Operating System (ROS) Framework for Swarm Drone Flight Controller,R. Mardiyanto; M. N. Hisak; T. Mujiono; H. Suryoatmojo,2022,2022 International Seminar on Intelligent Technology and Its Applications (ISITIA),titulo_resumo,excluir,E6,
ieee,10.1109/ICETCI64844.2025.11084228,Research and Application of Multi-Robot Collaboration Strategies Based on Deep Reinforcement Learning,X. Du,2025,"2025 IEEE 5th International Conference on Electronic Technology, Communication and Information (ICETCI)",texto_integral,excluir,E8,
